Rating 1,Rating 2,Rating 3,Sim ,Replica,Topic
5,3,4,3.45388632,"So I just wanted to note that this is another question, which is poorly worded. I mention this only because we're going to have to answer these questions again in the in the survey. It's really two issues here. The first is do we maintain both the current school and a new school. So do we have eight or seven schools? And then the second question which seems to be assumed in here is that if you only have seven schools you take everybody from the current school and move them you incorporating them automatically into the news.","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
1,3,2,2.282345344,"Also, I'm confused by the some students might not want to share a bathroom with students of a different gender identity because I mean they're what I just their Co at Halls already. I'm just thrown by.","All roommate assignments should be made gender-neutral by default,"
1,4,4,2.513810088,"Yeah, I think it should just be a little bit more specific on like people who actually need this money at like like Melanie said like people who are independent and have to live on their own. Like I think they could use use this money for sure.","The federal government should pass into law the Emergency Money for the People Act,"
4,5,2,3.250425624,"I think I would normally disagree but I think just recently I've been a little bit like more apprehensive about like, um, I guess can it's was really strong beliefs winning because like if you have a strong presidential like candidate with really strong supporters, like I can lead to a lot of conflict but I still think ranked Choice voting probably isn't the best","In place of plurality voting, use ranked-choice voting."
3,5,3,4.87887936,"Oh and then one of the main benefits of cutting corporate tax rates is increasing the value of stocks, which are predominantly held by the top point one percent and then I just looked up the history of corporate tax rates and when companies like Google were founded it was 35% So already it's lower than that and do we expect the u.s. Startup industry to just lead to another country because we","The US should lower the corporate tax rate from 21% to 15%,"
3,1,3,1.69393592,"Yes, I think that's part of the uncertainty going on and our department and I assume with in Earth Sciences as well is it's hard to know if you want to jump ship until you know what the new ship is going to be and I think that would also apply to the earth science experiment but in principle, I'm in favor, but it'd be nice to know where you're jumping.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
3,2,3,3.328727296,So I hope someone will now please clarify what school is going to disappear. So and who is in that school in this group who can comment about how this?,"Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
3,4,5,3.890339664,"So I agree. I think it's inevitable that Earth is going to be merged into the new school it sort of set up that Earth would lose. Otherwise and to Mike's Point about an Institute institute's go across departments and schools and that you know, it's different than a school and I think by wanting to establish a new school is I think it's Debra said, you know Stanford's turn make a big splash. So trying to raise a lot of money they can do that with a new school that","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
5,5,3,5.053194808,"Okay, I'll start off the discussion. I guess I do agree that we should replace the Electoral College with a national popular vote because I believe it only like benefits white Southerners. I feel like they've tried to end it before in 1816 and it was blocked by white Southerners and then again in 1969. So I feel like we should just cancel it out because we're only key.","Replace the Electoral College with a national popular vote,"
4,3,1,6.08506184,Even if the majority of Americans think it's wrong. It's just all so frustrating to show to know like how out of touch we're like this Republican Senate is from their voters. Yeah.,"In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
4,1,5,2.000632576," And that Stanford should make a bigger contribution. How movie to the school is that going to lower overall World temperatures by point three degrees see how you get from the school to that is tricky, but I think that's the that's the urge to both do something and it'll look like we're doing something that could make a difference what frankly I think is the most important problem facing Humanity.","The New School should include in its organizational structure the Woods Institute for the Environment.,"
3,5,4,5.779136944,"Yes also agree with this opinion because I currently too many I think too many candidates are spending over overly sufficient time on getting the donation instead of doing a campaign self. So when there is a limit on what they can spend on campaign stem as soon as they reach that line, they can go on to completely devote themselves into a campaigning instead of the getting the money stuff.","Candidates/Individuals should have limits on how much they can spend on campaigns,"
1,5,4,4.911448288,"Yeah, I do not agree with this because I think that if we if Stanford is supporting this fossil fuel companies, they are supporting us as well because because of the grandson to help of these companies for the research and I think that we are not completely independent from fossil fuels yet. So maybe gradually yes other says other set this this can happen the but right now I think it's not possible to eliminate it completely.","Stanford should divest the university endowment from fossil fuel companies, i.e., not invest in such companies."
4,1,3,4.101202776,"You know, let's say they they get a full tuition for the first four years in college and they they want to go like medic to medical school. The government will now I don't think the government will help for the document, you know, so they can be special and something like let's say cardiologist or all that. Anyway, they would have that, you know, even if they have","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
5,5,5,1.435693256,"Yeah, so my freshman year I lived in flow know and that was like a great time. I love my haul I like it. So what gave you the option of living there for all four years? I would say look absolutely. Yes, but my hall was like 45 people. It's like us 45 people are really close. But like even within just like the largest will flow. Like I never even been to West flow and so like I think when you're talking about building Community, it's really important to keep it small because you can only really know like a small portion of the people that you're living with.","Housing at Stanford,"
5,1,5,5.7090848,"Yeah, I think this is pretty confusing to one of the things that I wanted to bring up was that I've heard before that like financial aid doesn't even come from like tuition. It comes from endowments as well. So I don't see why reducing tuition should reduce financial aid questions that we might want to bring up to the guests.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
5,4,1,3.532412336,"Yeah, it's a great idea for sure. The only thing I had to add was the last thing I have to add is I think Walmart's minimum wage is already like a bra and seem to be doing great. So maybe that's a model that other corporations could follow","Increase the federal minimum wage from $7.25/hour to $15/hour,"
5,1,5,4.458144952,"And also another supposed Pro for having electors is that in the situation that the people elect somebody who's really unfit to rule that they can rule against that but I mean if that's the case that I really do just don't think that they've done their job. I mean the people I won't go to politically but the people have chosen people in the past who probably should not be president, but the electors haven't done anything about it, so I don't see a point.","Allocate electoral votes to presidential candidates without electors,"
5,1,5,5.193397808,"I really don't agree with that statement at all. The Iran nuclear deal was one of the best things that are stabilized conditions in the Middle East in like Obama's presidency. That's one of the main reasons why he got the Nobel Peace Prize and the Iran nuclear deal helped ease tensions among America and Iran in which we kind of just destroyed when we like noscoped soleimani, but","The US should re- commit to the Iran Nuclear Agreement.,"
4,5,1,2.466075944,"I'm in the same boat as Katherine and she said and this is just such a tough chicken and egg problem. Like if there's a critical mass of some of these other new disciplines joining, you know, it could be really exciting and open up new opportunities. But if it's a marginalized kind of small small group, that doesn't it's not well resource didn't can't kind of get off the ground. It could be really distracting and kind of counterproductive for Scholars and it's hard to forecast ahead of time how exactly that plays out and it's hard to commit without.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
2,4,5,3.216529656,resources there are that there could we could build up a critical mass in that area. I think many of us are interested but specialist to look who's discipline is looking at the fabric of cities is important.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
5,1,5,2.561816624,"Yeah kind of adding to that debt forgiveness is like a really hot button issue right now in terms of I think the International Community because everybody owes everybody money, but for for the United States, I think it's it's just like that for an individual person. Right? So like the higher your debt is the higher your interest payment is going to have to be so you're basically borrowing against your future self in the future as taxpayers a high.","The federal government should pass into law the Emergency Money for the People Act, which will give every American age 16 and older, who earns less than $130000 per year,$2 000 every month, for at least six months, or up to 12 months total, unless employment levels return to pre-COVID-19 levels after the initial six-month period."
5,1,5,4.858083056,"So I agree to a certain extent. I personally think that obviously the minimum wage should increase and I would argue that in certain locations like New York. I like Chicago $15 minimum wage is probably not enough to even survive especially thinking of like single mothers with kids, but then on the flip side, I would","Increase the federal minimum wage from $7.25/hour to $15/hour,"
2,1,3,5.060885712,"claro, Quentin electoral college","Substitute the national popular vote for the Electoral College through a constitutional amendment,"
1,3,4,2.156657264,"I know that this wasn't the main point of the discussion here, but I feel like all of us would are not all of us, but it seems like there's also inherent trade-off of whether we'd want in-person classes as well. You know, I'm curious if people think like between these like the better option than either of these two would be to just have in-person classes regardless of the health risks, you know, I just it seems like there's also this other trade-off that's going on as well that you know, you got to consider","Tuition should be reduced for online classes even if that means reducing financial aid.,"
4,3,4,3.300451568,"And it feels a little almost gossipy. But do you all are you all aware of Faculty that are already thinking of themselves as the kind of core group or the seed group for this new school? Like are there, you know individual current members who are already kind of planning the a relocation.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,4,1,2.836567448,sort of a Topper level it's very similar to what I would imagine a school would like this would look like bringing together people from a lot of different disciplines to work on specific projects.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
1,5,4,5.800372888,"also another question while we're thinking about the first one was like one of the cons is listed as by not reducing financial aid low-income students will face financial burden to an even greater degree, but isn't not reducing financial aid, like helpful to financial aid students and maybe I'm misreading","Tuition should be reduced for online classes even if that means reducing financial aid.,"
3,4,1,2.410235688,"Yeah, but the whole entire case affirmative action, I'm completely against it. I don't see why we should even include race or sex on any sort of applications even with like loans. Like what's the point of doing that there's like why should that make a difference in whether you get something or not? It should just be based on your accomplishments and you like your profile.","Governments should increase grants to create more women and minority owned small businesses,"
3,4,5,4.596745776,"So I'm clear you also mentioned that it's like people would be getting money even if they could afford it. But this question is saying that who like for people who couldn't otherwise afford it so I don't think our money would be wasted in that sense. But as someone who's getting their education paid off by the state because of a state scholarship in Florida that we have available. It's it's really nice to know. I don't have to worry about paying for my tuition, and I know people","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
4,3,3,4.841894912," Increase in tax rate. No really decreasing it isn't going to make us more competitive. We're already one of the top countries and startups, which is driving more.","The US should lower the corporate tax rate from 21% to 15%,"
1,4,4,2.882571272,"Yeah, I mean I feel the tension to about the tension to apply research rather than do basic research. I do basic research and I think maybe some kind of formal statement in the mission that the school values basic research and applied research to emphasize that both are acceptable and both are paths to being successful in the new school.","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
4,4,1,2.63799696,"Well, I think it's similar maybe to Don's concerned. It's probably not going to be viable if it could be so civil and environmental engineering has the structural side and the Waterside I could imagine one chunk maybe the water side moving and the solid people staying behind but I can't imagine half of the water people staying half being left behind. So I think whatever new school happens, but have to be broad enough that if you didn't fit in the","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
5,4,4,3.124014184," has to do impact but we should be able to hire people that maybe don't have Publications but have a tremendous, you know knowledge to share with the students and contributions to you know, change trajectory.","The New School‚Äö√Ñ√¥s formal criteria for faculty hiring and promotion should value activities to accelerate impact along with research and teaching and have the Faculty Senate and the Provost appoint a committee to consider these implications. ,"
2,5,4,2.759761384,"Yeah, I answered in our department have discussed a lot right are these themes just kind of research interests that will and educational interests that will spread across the different departments in the school or are we going to Define departments on these teams and to be there is a bit of tension there between these applications and then the disciplines that work on them, right? I work on fluid mechanics and I am probably better off for my research being surrounded.","Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
2,2,1,0.690623016,Excuse me adding we cannot hear you or at least I cannot hear you sis.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
5,5,2,3.220737032,"Hi, I totally understand the issues related to woods and I'm from the medical school and I've been involved in some of the grant reviews just recently I'm fairly new to to Stanford. And I think that I agree that that's an issue and I guess my thought was is that that and the school of Earth would then become part of this new school? And so that's my misunderstanding or not. I just I'm not clear either about what happens to some of these","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
1,5,5,4.814180184,"So I think recently China China has definitely increased aggression staff specifically towards like Taiwan. I'm not sure if military presence is the right way to go about preventing it, but I think it's sort of like a threat to a good nation of Taiwan that needs to be addressed or at least needs to we need to take some action towards China to prevent them from aggressing towards.","The US should enhance its military presence in the Asia Pacific region to prevent aggression by China.,"
5,3,5,2.81755476,"But I think one thing us consider here are kind of long-term implications because I mean if we graduate into a recession that will probably have quite significant short term ramifications for us. But then over the long term a Stanford degree is probably still a Stanford degree, but I want to raise again the question if we're jeopardizing the quality of that Stanford degree by lowering through intuition because if we come back the campus next year and whatever the endowments taken such a hit because of the reduced.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
5,5,5,4.885285184,"And I'm going to sort of take us on a little side tangent thing is that I think that also just talking about the social sphere of Stanford. I think the Greek life is obviously a very important part of that but it's very interesting to me because I feel like that's actual Stanford Administration has taken so many steps to stopping that that is actually created a more exclusive place for Greek communities because for example whenever any fraternity is on probation, they can't host.","Stanford should abolish Greek life.,"
5,2,3,0.290060088,"I thought their choice to like just the people who arranged the saw because they had health care economy and foreign relations and we hear a lot about like healthcare, especially with coronavirus all the news all the time and economics, but I think including foreign policy was really nice because like I know very little about it and I think that having those experts to talk to us and like really just not just debating over it but really exploring the topic.","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
5,4,4,5.172115136,"Yeah, I agree. I don't think that the federal government should reduce funding for Medicaid. I think that especially during a pandemic and a Health crisis that we're going through now that something like this should be prioritized rather than reduced.","The federal government should reduce funding for Medicaid, the federal-state program that provide insurance to low-income Americans"
1,3,4,2.962113904,So that that that's one for but so if it is 1 1 school then regarding these agenda items which of them fit neatly into the current Earth school with an expanded Charter to oversee climate and sustainability. And then which of these things cause friction for any number of reasons including inefficient redundancy with,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
4,3,2,1.935702728,"You're the director of woods. Chris field is both in my department. Yes, and","The New School should include in its organizational structure the Precourt Institute for Energy.,"
3,5,4,4.512224248,"Yeah, that's that's really don't call it cause of much more Outreach in this election did with the voter fraud and I'm cause so many more issues with the recounts people would be claiming that their second choice on that ballot wasn't counted accounted for so I completely disagree with this system.","In place of plurality voting, use ranked-choice voting."
1,2,1,5.025074288,Jules,"In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
5,4,1,5.165416528,"Yeah, kind of going off of what Phoebe said like I think in theory making it mandatory would make sense because it would give the best possible herd immunity but making it mandatory could potentially be kind of dangerous because there's a lot of people protesting right now and it's making something mandatory just like psychologically. I feel like could cause a lot of pushback whereas if you make it free because I think the government kind of have to make them vaccine for you to encourage as many people to get it.","Coronavirus vaccines should be mandatory.,"
2,2,1,0.770184384,"Oh, yeah - so my plan is disrupted because of covid. I had applied to every single opportunity. I applied to was abroad so all of those got canceled so fast, which it is what it is and also just taking it day by day and seeing what I can find domestically.","In the next minutes, please take however much time you need to debrief about this weekend's deliberation. "
5,4,1,4.328016328,"Yeah, I agree that. It's definitely really really confusing prompt. But um, I think just from like looking at the cons where it says like tuition will remain the same for those who are not on financial aid. And then for one of the cons the first Parts little bit confusing but it just is like low-income students will face financial burden to an even greater degree. So I think they are saying that if","Tuition should be reduced for online classes even if that means reducing financial aid.,"
5,1,5,4.187834072,"Yeah, I completely agree with that and also like even in the presidential elections, like there's more than two candidates that are running but like everybody kind of discounts the other ones that aren't like from the two major parties, so I don't think it would be like that much of a change, but I definitely do see the con arguments like especially where like the small states are having a greater role in the contingent election. I just think that this would be a good middle ground.","Replace the contingent election system with a runoff election,"
3,5,5,3.727727696,"Yeah, I think the I really like neighborhood system for the idea of equity and community. So for Equity, I think provided that the implementation of this is equal and the houses on East Campus West Campus the dining Halls all of that. I think it's great because it helps build a community that really dies after Frost here at least in my experience and something that I think is interesting is this idea of having like a cohesive identity for a house like at other Ivy League schools or at Ivy League schools. I should say that kind of identity. Could it be placed the need?","Housing at Stanford,"
4,5,1,1.552797304,"Yeah, I think that's a good question to be asked Cam and Steve have been playing with some numbers. I was just looking for them. I don't have them at my fingertips. I think they it's in the hundred to two hundred range is what the they're anticipating that includes new hires. No don't know what the exactly what the new numbers are. So they're anticipating to be a pretty robust. You're not not 30 people some things and I think it's going to the idea is that if it is","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,5,1,5.830842304,"Sorry, I got kicked out like three times. So I'm back on my phone. I didn't hear what people said before this but I don't think Stanford should abolish Greek like I Greek life. I feel like Stanford Greek life is obviously a lot more diverse than other universities. I don't know if that's the case for all the sororities or fraternities, but that's what I tend to see and while I did Rush to be in like tried out for my sophomore year. I","Stanford should abolish Greek life.,"
4,4,1,2.580338768,"Just one point. I also want to make maybe a question to an how does younger faculty members feel in general compared to more senior faculty. There is in my department a little difference of how the younger faculty field virtue to more senior faculty and they're more concerned about their implications of joining this new school, especially those who are on them.","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
3,4,1,3.895287088,"Yeah, I'm gonna get on my soapbox a little bit. I'm sorry everyone but I be like having spent four years at Stanford. I think and being an RA. It's been really interesting because I've seen that a lot of people while the Freshman dorm is like a key experience in creating a community at Stanford. There are also people in their freshman dorms who don't connect with each other and those are the people that I'm really worried about in the system where if you are if it","Housing at Stanford,"
1,2,5,4.167255688,"Sorry, I know you got you got cut off but I think I'm saying something similar, which is that on the shared billets particularly for people who are on the tenure track. Maybe they don't want to have to get tenure and to different schools or I mean, I I hear the two different departments is bad enough. So I don't know that having shared billets across schools is necessarily a great idea, but the rest of it. Yeah, totally I agree with shared resources and labs and see grants and","The New School should collaborate with other schools to make shared resources for sustainability-related engagement and research broadly available to all scholars at Stanford.,"
1,3,3,1.221459344,"Well, I like Sara I also have my doubts about the Army and I'm wondering that what more would and you are my brain seems like there's I mentioning about the mutual defense clause in the less than 3 days. So like what would it do? You know bring more than you know this?","The EU should strive towards creating an EU army.,"
1,4,1,0.773466096," when it comes down to say something like a presidential election, then the Ripple effects for the other branches of government come in.","Switch to Top Two Method,"
3,3,4,6.120535656,What we're missing and then have affiliations for what we for the strength. We currently have.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
5,5,4,6.120535656,"What's a building off of what hockey inside and correct me if I'm wrong, I believe in some states. It's who algebra party wins majority in a state gets all of the electoral votes from that state. So all of these people are the appointed electors in your state have to go vote. Party candidate which they can text but they're supposed to be transported episode of a proportional representation with electors. But the problem that occurs is sometimes like in the 2016 election a candidate can win the popular vote, but because of that serve winner-takes-all attitude than another candidate won the Electoral College and get elected president.","Substitute the national popular vote for the Electoral College through a constitutional amendment,"
3,4,5,4.385491656,"Yeah, I have a lot to say about this booming industry and some of that funding most of their funding now goes to transition to helping companies transition to hydrogen this whole company is of course part of the people and the main infrastructure that's going to be used to help develop this new sort of energy world and I think this position is very important because it's not something you do from today to tomorrow. It's going to take several decades. Well the other issue","Faculty members in the New School should be free to seek and accept funding to conduct research on topics that might aid the energy industry to transition to a carbon-free world.,"
1,4,4,2.720528888,"Yeah, I agree. It seems like there's kind of a similar chicken and egg problem that we talked about yesterday. Like what are the Department's going to be decided before we decide that we're going to join or are they going to be decided after we decide who's who's interested? So yeah, I share rooms concerns and I would certainly be much more likely to be excited about joining if say, you know, my whole department like if we decided to collectively we're gonna be involved in whatever capacity that would make it.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
5,5,3,1.911716032,"I don't know. I feel like gender neutral bathrooms and gender neutral rooming is very different because like I mean, it's a bathroom, you know, I'm saying like we're not going in the same stall so it doesn't matter but like we're living in the same space. So I feel like it's a little more intimate and it's kind of a different idea of it. But I do agree like gender neutral bathroom should always that's just simple","All roommate assignments should be made gender-neutral by default,"
4,4,5,4.923499392,"Yeah, the end of the day I would agree that the low income student lowest income students should be the most protected. I'm not I'm not like the I guess I like I'm the least like in in need of any sort of financial aid.","Tuition should be reduced for online classes even if that means reducing financial aid.,"
1,4,5,4.48057108,"Yeah on the money thing. I was looking at the average tuition at Stanford student pays and I think it was around $40000 and if there are 16000 people enrolled at the University that 640 million dollars a year, they get intuition and the emergency fund is only 25 million dollars. So I think the the reduction in revenue from like cutting tuition in half would be what kind of","Tuition should be reduced for online classes even if that means reducing financial aid.,"
4,5,1,2.673893024,"Yeah, I guess my question was more. Why does Stanford's current infrastructure not address those problems already? So we have a school of the environment and Earth and so on we have people investigating these issues in different departments. How would integrating everything into a new school? How does that acceleration work? Why is that the right move and what I think maybe it has something to do with the structural?","The New School should include in its organizational structure the Woods Institute for the Environment.,"
3,4,1,4.01128988,"I mean in the short run right now, we're getting you know, massive amounts of unemployment and we're experiencing at a higher rate than a lot of other countries. I think that I forget it's France, but I heard that there are some policies in other countries where they're rather than paying individuals higher unemployment benefits. They're paying companies to keep people on their payrolls, even when they're not working and because of that it's going to make the transition back to working easier than it is going to be in the","The federal government should pass into law the Emergency Money for the People Act, which will give every American age 16 and older, who earns less than $130000 per year,$2 000 every month, for at least six months, or up to 12 months total, unless employment levels return to pre-COVID-19 levels after the initial six-month period."
4,3,4,3.254275128,"Yeah, I think coming back to a what Marissa said it's important to note that California is actually economy that larger than most countries in the world. So it's like 1% of the entire Global emissions wrestling and California can be a great example for the word climate change. It has been an inspiration for the rest of the world. And also when it comes to like regular","The State of California should prioritize action to reduce its impact on the climate over spending resources on other state priorities.,"
5,1,4,4.891218952," that they should have like acknowledge that they did take the vaccine or they did not take the vaccine because at the end of the day, it's really important that everyone is kind of like communicating because that's the only way that people are going to like overcome this virus.","Coronavirus vaccines should be mandatory.,"
3,1,3,1.611033248," Said lightly not make a difference for me, but it's important for many colleagues. So that seems to be a commitment we have.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
4,3,1,5.17516832," What would make us who are very strong but as I said earlier, it doesn't need to integrate The Institute in its structure because they want to be across schools Institute.","The New School should include in its organizational structure the Precourt Institute for Energy.,"
3,3,4,2.01007216,"Yeah, I'm not sure what it is about either but I think that the fact is that the vast majority, you know, 80 90 percent of the people in the school of Earth spend part of their time doing exactly what a school of sustainability will do I made the count before and yes, there are some people who don't see themselves at all, but they're a tiny minority of the school not you know, maybe at most 10% who just see no connection. So the the question","Stanford should emerge from the transition with seven schools: H&S, Law, GSB, Engineering, Medicine, Education, and the New School."
5,4,5,3.213802384,"I'll say one thing before we move on just to play The Devil's Advocate because I do kind of agree with what everyone said but I think there is a problem with Optics baby to the outside. If a school of sustainability gets a lot of funding from the oil industry and I think that's maybe what motivated this kind of questioning. So, I don't know I don't think about this too much. So if anyone has any thoughts about that","Faculty members in the New School should be free to seek and accept funding to conduct research on topics that might aid the energy industry to transition to a carbon-free world.,"
3,5,5,5.687093064,"Yeah, one thing that I saw that was kind of one of their reasons is that they do have online classes during the school year for like for some like CSS classes or something that people do take for full tuition. And so I think if they reduce the tuition for regular students that they couldn't keep the same tuition for those online classes that they do during the","Tuition should be reduced for online classes even if that means reducing financial aid.,"
4,5,3,3.894281672,"I guess my point was I looked at who is on the woods Institute and several of those colleagues are many of those that want to you know, go into this or I would perceive with would benefit from being in the new school. And so it's just kind of trying to understand, you know, having an Institute. That's very as you say translational and I appreciate these points. Just wondering if it would change the Dynamics of what the Institute is doing really well and it was just mostly thinking about how independent institutes across","The New School should include in its organizational structure the Woods Institute for the Environment.,"
5,5,5,3.990659288," the UN reaction that was absolutely horrible there needs to be much more of a much more like pressure put on the UN to prevent things like that from happening again, and if US forces contribute to that and that's all","The US should intervene abroad with its military when it is necessary to prevent genocide.,"
2,4,1,2.301912712,"I'm not sure how we want to wrap this up. I think we answered the question here, but we've challenged another issue which is do we want a new school and I'm not sure where we'll ultimately integrate that concept. Maybe at the very end when we formulate questions again.","If individual faculty members wish to participate in the New School, the Stanford administration should strive to accommodate them."
4,5,5,3.369771768,I just wanted to Rob's point the this this list feels very sort of Science Focus. And I think engineering has a lot of solutions to offer. I see public policy there and hearing feels like another kind of maybe solution-focused lens. That would be important. I'm also wondering if like if environmental justice should be an explicit focus of the new school and that's clearly a big focus of the Bible in treating right now and is so timely and important and I feel good.,"Here we have a set of proposals regarding various research topics for which the New School might incorporate a critical mass of faculty members on cities, climate science, earth and planetary sciences, energy, human health, human sustenance, the natural world, public policy, and social science and ethics."
1,5,5,5.26903992,"Yeah, I completely agree and along with the doctor doesn't make sense. I think that it also can backfire tremendously with these people not necessarily needing to be faithful to their state and they can ease and they can easily just vote based on their opinion creating this off-balance - within the Electoral College, which is why I think that although it is definitely better off without electors and having these boats allocated based on the votes of the pop of the population as a whole. I think it makes more sense to abolish the Electoral College in general.","Allocate electoral votes to presidential candidates without electors,"
2,5,5,2.149550128,"The Avenger I feel like if anything it's going to not have higher turnout of people but instead of lower one because since its 6 so close so I quit seeing one in the other and it's going to feel almost like a double job and like a double like responsibility even though it's the exact same but since they're so close there going to be like, oh, well, I just voted. Why do I have to do it again? So I just feel like I said is going to decrease and I don't feel like it's going to help the candidates whatsoever because I feel like the during the primary to select a really good gauge of like how they're doing in like how they're perceived by the people so I don't feel like this week.","Move all primary elections to after Labor Day,"
5,5,1,5.529524136,"I have a question on the because the side thing says the federal government has an ethical obligation to ensure the in fact that infected individuals receive appropriate treatment. And that just the wording makes it seem a little bit different than the other thing that they were saying which is like the government has to pay for covid-19 treatment for everything everyone which I still agree with that. I believe that the government should it's a pandemic item. This is not an educated decision, but","The federal government has an ethical obligation to ensure that infected individuals receive appropriate treatment. ,"
1,4,5,5.926689912,"Yeah, I mean, I think it's important for Duke to like diversify its portfolio of Investments, but there's plenty of other things they could invest in with similar returns that don't that aren't fossil fuel companies that were in if you're investing like apple, like certainly they use fossil fuels somewhat perhaps but that's better than investing in Exxon. I think that's fine.","Duke should divest the university endowment from fossil fuel companies, i.e., not invest in such companies."
5,5,5,4.285642432,"I think I would say just the primary sort of argument for candidates not to have a limit is that money allows people to sort of spread their message, right? The more money that people are allowed to spend on campaigning some more they're able to spread their message get the word out and get people involved in the political process. And I think that's really sort of an integral part, especially of competitive democracy where the people are able to get involved and participate more because they are informed as a result of money being spent on","Candidates/Individuals should have limits on how much they can spend on campaigns,"
5,5,3,5.831915184,"Yeah continue on what you guys are saying earlier about like colleges May raise like tuition costs, like knowing that the government will allow them to pay. I believe that the government is still with the whole thing that the government should pay but I do think there should be a set amount for like the nation or state by state because of pricing and stuff like that that what the price of college should be. I don't think there should be it should drastically change from college to college.","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
4,3,5,5.115560344,"Oh, I think what it is is there's like a set of electors for like each party. So like depending on which candidate was your state like in Texas if Trump won Trump's campaign has like a slate of electors specifically for Texas and Biden has one for the Texas to so I don't know like if them like, I think it's not them being really registered. It's just that they're like extremely like supportive of one side. Like I don't think it's a situation where they would switch As Much. I don't know if that makes sense.","Allocate electoral votes to presidential candidates without electors,"
5,4,4,6.082413008," And their colleges but not public universities because they don't have endowments like private universities. So this is even more vital for the government to cover that cost because public universities have hard time funding low-income students, which is what we're talking about.","The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it,"
2,5,5,2.582277944,"Indiana gets a thousand dollars and gets spent very differently $1000 in my state can buy you three months rent but in California, you may barely get like one month's rent. So that also kind of plays into the factor, I think.",The government should give cash grants of $1000/month to all adults at least 18-years-old.
4,1,5,4.217614936,"So was saying earlier is that I think that imprisonment what happens is that people are disproportionately affected is that they don't get proper care and they're in their prisons. Perhaps house arrest could be better and also for finds is that finds work as a good Fear Factor thing, but there are other people who often pay for those fines and often that happened a lot in my city or fines were paid for and because a lot of people found not justified as I think fine should stay","The government should punish people who do not comply with stay-at-home orders with fines and imprisonment. ,"
